Question ID,Exam,Questions,Option A,Option B,Option C,Option D,Answer,Explanation,Subject,Topic,Subtopic,Classification Status
Q001553,68th BPSC,"At the end of its mountainous journey at Attock, the Indus River is joined by which river from Afghanistan?",Helmand River (B) Amu Darya,,Kabul River (D) More than one of the above,,(C) (C) Kabul River,"The Indus River joins the Kabul River near Attock, Pakistan. The Indus River flows through Pakistan, India (Jammu and Kashmir) and China. The origin of Indus River is near Manasarovar in Tibet. The length of this river is 3610 kilometers. It is the longest river and national river of Pakistan. Kabul River is the main river of eastern Afghanistan. It originates in the Hindu Kush mountain range in Afghanistan and merges with the Indus River near the city of Attock in Pakistan.",Geography,Rivers,Indus River,CLASSIFIED
Q001554,68th BPSC,Which of the following statements is true about the troposphere?,Its average height is 13 km.,It is the topmost layer of the atmosphere.,The temperature at this layer increases with the height.,More than one of the above,(A) (A) Its average height is 13 km,"The troposphere is the lowest part of the Earth's atmosphere. Humidity, water particles, dust particles air fog and all seasonal phenomena occur in this layer. Its height is 8 kilometers at the poles and 18 kilometers at the equator. In this zone, air pressure and temperature decrease with altitude. The temperature decreases by 1 degree for every 165 m of height in the atmosphere. The height of the troposphere increases in summer and decreases in winter.",Geography,Rivers,Jhelum River,CLASSIFIED
Q001555,68th BPSC,The southern continent broken from Pangaea is called :,Pacific Ocean (B) Laurasia,,Gondwanaland (D) More than one of the above,,(C) (C) Gondwanaland,"• According to Wegener, about 200 million years ago there was only one landmass on the entire Earth, which was named Pangea.
• The Pangea landmass was surrounded on all sides by a huge ocean which was named Panthalassa
• According to the continental drift theory, the Pangea landmass broke into two parts 200 million years ago. In the middle of which the Tethys Sea was formed.
• The northern part of the Pangea landmass was named Angaraland by geographers and the southern part was named Gondwana Land.",General Science,Biology,Biosphere,CLASSIFIED
Q001556,68th BPSC,The Arctic region and the Antarctica continent are situated near :,The Amazon Basin,The Sahara Desert,The North and South Pole,The More than one of the abov,(C) (C) North and South Pole,"The Arctic region and Antarctica continent are located near the North and South Pole respectively.
• Antarctica, the fifth largest continent, is located at the South Pole
• India has two research centers in the Antarctic continent - Maitri and Bharati
• The Arctic is a polar region located in the northernmost part of the Earth
• The Arctic region includes the Arctic Ocean adjacent seas and parts of Alaska (USA), Canada Finland, Greenland (Denmark), Iceland, Norway, Russia and Sweden",Geography,Physiographic Divisions,Antarctica,CLASSIFIED
Q001557,68th BPSC,In which type of climatic region do Uttar Pradesh and Bihar fall as per Koppen’s classification schemes?,Dfc,Cwg,Aw,More than one of the above,(B) (B) Cwg,"• The Koppen classification is one of the most popular systems for classifying climate.
• According to Koppen's classification system, most of Uttar Pradesh and Bihar are classified as Cwg type climate zones and the narrow southern part is classified as Aw.",Geography,Climatology,Temperate Climate,CLASSIFIED
Q001558,68th BPSC,The atmosphere is mainly heated by the?,Long-wave terrestrial radiation,short-wave solar radiation,Reflected solar radiation,More than one of the above,(A) (A) Long-wave terrestrial radiation,"• The atmosphere is heated mainly by long-wave terrestrial radiation.
• Various greenhouse gases present in the atmosphere allow the short waves present in sunlight to reach the earth easily, but the greenhouse gases prevent the long radiation released by the earth's surface from going into space, due to which the atmosphere gets heated.
• The above process makes life possible on Earth. But this process is being affected due to excess of greenhouse gases which is ultimately responsible for global warming.

67th RE-EXAM BPSC",Geography,Climatology,Monsoon Climate,CLASSIFIED
Q001559,68th BPSC,Which is the chief heavenly body of solar system?,Earth,Jupiter,Saturn,Sun,(D) (D) Sun,"Sun is the head of the solar system and it is a star located at the center of the solar system. The Sun originated 4.6 billion years ago.

The Sun is approximately 13 lakh times larger than the Earth and the Earth receives 2 billionth of its heat. The average distance from Earth to the Sun is about 149 lakh km.
There are eight planets in our solar system – Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus and Neptune. Apart from these, there are three more dwarf planets – Ceres, Pluto and Eris",General Science,Physics,Solar Radiation,CLASSIFIED
Q001560,68th BPSC,Which elements are abundant in the formation of interior layer of the earth?,Silica and aluminum,Silica and Magnesium,Basalt and silica,Nickel and Ferrum,(D) (D) Nickel and Ferrum,Mainly three layers of the earth are considered.,General Science,Physics,Sun,CLASSIFIED
Q001561,68th BPSC,"Earth's crust (SIAL) 2. Mantle 3. Core (NIFE) • Crust or earth's crust - The outer layer of the Earth on which the continents and oceans are located is called the earth's crust. The earth's crust is composed of sial (silica and aluminium). • Therefore this layer is called sial. This layer is called sial. SIMA – The lower layer of the earth's crust is made of basalt rocks. This layer is known as SIMA (Si+Ma) which is made of silica and magnesium. • Core or NIFE – The third and final layer of the Earth is found below the boundary. • Nickel and iron predominate in this layer, that is why this layer has been named NIFE (Ni+Fe) 38. Who among the following postulated the concept of geographical cycle of erosion?",A. Holmes,W. M. Davis,S. W. Wooldridge,Kober,(B) (B) W. M. Davis,William Morris Davis propounded the concept of geographical erosion cycle in 1899 AD and said that geographical cycle is the period of erosion during which the raised land gets affected by the process of erosion and turns into a featureless flat plain.,Geography,Geomorphology,"SIAL, SIMA, NIFE",CLASSIFIED
Q001562,68th BPSC,"In which hemispheres, roaring forties, furious fifties and shrieking sixties are blowing?",Northern Hemisphere,Southern Hemisphere,Eastern Hemisphere,Western Hemisphere,(B) (B) Southern Hemisphere,Thunderstorm is a powerful westerly wind that blows between the latitudes of 40 degrees to 50 degrees south in the southern hemisphere of the Earth. Similarly Prachanda Pachasa is the name of the westerly wind blowing between 50 degrees to 60 degrees and Cheekta Satha is the westerly wind blowing at 60 degrees.,Geography,Oceanography,"Roaring forties, furious fifties, shrieking sixties",CLASSIFIED
Q001563,68th BPSC,The Sargasso Sea is a part of the :,Indian Ocean,Arctic Ocean,North Atlantic Ocean,South Atlantic Ocean,(C) (C) North Atlantic Ocean,"Sargasso Sea: The area of calm and stable water located in the North Atlantic Ocean between 20° to 40° north latitude and 35° to 75° west longitude between the water currents flowing around is called Sargasso Sea. This is a calm water area located between the Gulf Stream, Canary and North Equatorial Currents. Sargasso is a rootless thick sea grass.",Geography,Oceanography,Sargasso Sea,CLASSIFIED
Q001564,68th BPSC,What is the boundary line between India and China called?,McMahon Line,Radcliffe Line,Indira Point,Durand Line,(A) (A) McMahon Line,"The seven countries that share international borders with India are Bangladesh, China, Afghanistan, Myanmar, Bhutan, Nepal and Pakistan. It shares maritime borders with Sri Lanka, Maldives and Indonesia.

• McMahon Line – It is the international boundary line that divides India and China.
• Durand Line – This line separates Pakistan and Afghanistan.

• Radcliffe Line – This line divides India and Pakistan.
• Indira Point – It is a village located on the greater Nicobar Island in the Nicobar Archipelago of India This is also the southernmost point of India.",Geography,Rivers,Boundary line between India and China,CLASSIFIED
Q001565,68th BPSC,Rajasthan receives very little rain because,The monsoon fails to reach this area,It is too hot,there is no water available and thus the winds remain dry,the winds do not come across any barriers to cause the necessary uplift to cool the air,(D) (D) the winds do not come across any barriers to cause the necessary uplift to cool the air,"The south-west branch of the monsoon enters Rajasthan first. Due to the Aravalli mountain range being parallel to the monsoon, the monsoon winds do not cross any kind of obstacles, due to which there is less and irregular rainfall in Rajasthan.

67th CANCELLED BPSC",Geography,Climatology,Rajasthan receives little rain,CLASSIFIED
Q001566,68th BPSC,"Which of the following statements are concerned with eskers and drumlins? 1. Eskers are ridges of crudely bedded gravel and sand. 2. Drumlins are constituted mostly of boulder and clay. 3. Basket of eggs topography is the characteristic of terrains with eskers. 4. While eskers are built by gracier streams, drumlins result from glacier acation Select the correct answer from the options given below.","1, 2 and 3 (B) 1, 2 and 4",,3 and 4 only (D) 1 and 2 only,,"(B) (B) 1, 2 and 4","Statements 1, 2 and 4 are correct. The egg-basket topography is not typical of esker-rich areas but of drumlins. Drumlins are mainly found in groups. It is normal to be found in hundreds. For this reason such topography is called basket of egg topography.",Geography,Geomorphology,Eskers and drumlins,CLASSIFIED
Q001567,68th BPSC,Geodesy is the science that deals with –,dating of terrestrial rocks,measurement of dimensions of the Earth,Measurement of elevation and depression of the earth,recording the changes undergone by the crust,(E) None of the above / More than one of the above,"'Geodesy is the Earth science of accurately measuring and understanding the Earth's shape, orientation in space, and gravity. The currently popular term GPS is related to the science of geodesy.",Geography,Geodesy,Science that deals with,CLASSIFIED
Q001568,68th BPSC,The theory of continental drift was development by :,J.J. Wilson,A. Wegener,Du Toit,H. Hess,(B) (B) A. Wegener,The theory of continental drift was given by Germany's famous geologist A. Wegener in 1912 AD. In this theory he explained the movement of continents and oceans.,Geography,Earth Science,Continental drift theory,CLASSIFIED
Q001569,68th BPSC,Sunda Trench lies parallel to the island of:,Java,Maldives,Sumatra,Mauritius,(A) (A) Java,"The Sunda Trough is located in the Indian Ocean, parallel to the Indonesian island of Java. This is the deepest trough of the Indian Ocean. Its depth is approximately 7,725 meters.",Geography,Oceanography,Sunda Trench and island,CLASSIFIED
Q001570,68th BPSC,An effective Coriolis force results from:,Solar system,Earth's rotation,interior of the earth,Colorado and Gulf Stream,(B) (B) Rotation of the Earth,An effective Coriolis force arises due to the Earth's rotation force. Due to this force the winds get deflected (bend).,Geography,Oceanography,Effective Coriolis force,CLASSIFIED
Q001571,68th BPSC,Which of the following countries does not have a land border with the Dead Sea?,Lebanon,Jordan,Israel,Palestine,(A) (A) Lebanon,Lebanon is located north of the Dead Sea. Its capital is Beirut. The Dead Sea is the lowest point in the world at 440 meters below sea level. This is a salt water lake.,Geography,Rivers,Countries bordering the Dead Sea,CLASSIFIED
Q001572,68th BPSC,"Ilmenite, which is widely distributed along the Indian coastline, is a mineral of?",Tungsten,Titanium,Gallium,Tin,(B) (B) Titanium,"Ilmenite is a titanium iron oxide mineral whose formula is FeTiO3. Ilmenite is a commercially important ore of titanium. It is widely distributed along the Indian coastline.

66th BPSC",Geography,Minerals,Ilmenite distribution along the Indian coastline,CLASSIFIED
