Question ID,Subject,Topic,Subtopic
Q002180,Environment & Ecology,Ecology,lichens
Q002181,General Science,Biology,Female Anopheles can be distinguished from female Culex
Q002182,General Science,Biology,immune system
Q002183,General Science,Biology,muscles in human body
Q002184,General Mental Ability & CSAT,Age Problems,Rahul is 3 times as old as Seema
Q002185,General Science,Biology,Chlorophyll absorption spectrum
Q002186,General Science,Biology,Incorrect match (example question) - needs specific details from the question
Q002187,General Science,Biology,Suction pull in trees
Q002188,General Science,Biology,Self-replication of chloroplasts
Q002189,General Science,Biology,Fungi lack cell walls
Q002190,General Science,Biology,Pollination definition
Q002191,General Science,Biology,Nutrient uptake by plants
Q002192,General Science,Biology,Coniferous plants
Q002193,General Science,Biology,Correctly matched pairs (requires question details) - needs specific details from the question
Q002194,General Science,Biology,Animal without red blood cells (requires question details) - needs specific details from the question
Q002195,General Science,Biology,Degradation of carbohydrates
Q002196,General Science,Biology,Substance to which carbohydrates degrade
Q002197,General Science,Biology,Vaccination
Q002198,General Science,Soils,Salt-loving plants
Q002199,General Science,Oceanography,Water absorption
Q002200,General Science,Biology,Biodegradation
Q002201,General Science,Environment & Ecology,Nighttime hazards
Q002202,General Science,Biology,Nutrients
Q002203,General Science,Botany,Food distribution
Q002204,General Science,Biology,Blood compatibility
Q002205,General Science,Anatomy,Pituitary gland
Q002206,General Science,Physics,Ultrasound waves
Q002207,General Science,Biology,Blood group compatibility
Q002208,General Science,Physiology,Pneumonia
Q002209,General Science,Biology,Plant Physiology
Q002210,General Science,Chemistry,Sugars
Q002211,General Science,Botany,True Fruits
Q002212,General Science,Botany,Legumes Nutrition
Q002213,General Science,Botany,Clove Source
Q002214,General Science,Physics,Radiation Therapy
Q002215,General Science,Nutrition,Protein
Q002216,General Science,Biology,Enzyme Conversion
Q002217,General Science,Chemistry,Blood Clotting Vitamins
Q002218,General Science,Biology,Female Sex Hormone
Q002219,Current Affairs,Science & Technology,Parkinson’s Disease Treatment
Q002220,General Science,Medicine,Thyroid Deficiency
Q002221,General Science,Biology,Taste Receptors
Q002222,General Science,Biology,Xylem
Q002223,General Science,Biology,Photosynthesis Products
Q002224,General Science,Biology,Anaerobic Respiration
Q002225,General Science,Biology,Cell Membrane
Q002226,General Science,Biology,Lipases
Q002227,General Science,Biology,BCG Vaccine
Q002228,General Science,Biology,Insulin
Q002229,General Science,Biology,Circulatory System
Q002230,General Science,Biology,Angora Rabbit
Q002231,General Science,Biology,Thermoregulation
Q002232,Art & Culture,Indian Culture,Charles Darwin
Q002233,Geography,Ecology,The actual location or place where an organism lives is called
Q002234,General Mental Ability & CSAT,Coding-Decoding,Solar energy
Q002235,General Mental Ability & CSAT,Coding-Decoding,Photosynthesis
Q002236,General Mental Ability & CSAT,Coding-Decoding,Bones
Q002237,General Mental Ability & CSAT,Coding-Decoding,Cells
Q002238,General Mental Ability & CSAT,Coding-Decoding,Lymphocytes
Q002239,General Mental Ability & CSAT,Coding-Decoding,Hormones
Q002240,General Mental Ability & CSAT,Coding-Decoding,Iodine
Q002241,General Mental Ability & CSAT,Coding-Decoding,AIDS
Q002242,General Mental Ability & CSAT,Coding-Decoding,Lymphocytes
Q002243,General Mental Ability & CSAT,Coding-Decoding,Iron Deficiency
Q002244,General Mental Ability & CSAT,Coding-Decoding,Normal Temperature
Q002245,General Mental Ability & CSAT,Blood Relations,Which part of the human body does typhoid disease affect?
Q002246,General Science,Biology,Organic agriculture is a farming system in which
Q002247,General Science,Environment & Ecology,Which of the following activities increases oxygen in the carbon cycle taking place on Earth?
Q002248,Agriculture,Fundamentals,Which of the following is the correct example of organic fertilizer?
Q002249,General Science,Biology,Which of the following plants has modified its stem to store food material?
Q002250,Current Affairs,Environment,Which global conference was the first step towards a global agreement to reduce greenhouse gas emissions?
Q002251,General Science,Physics,ISRO is the short form of
Q002252,General Science,Biology,Who discovered DNA?
Q002253,General Science,Chemistry,What is Triglyceride?
Q002254,General Science,Biology,Electroencephalogram (EEG) is used in monitoring :
Q002255,General Science,Biology,Body temperature is regulated by :
Q002256,General Science,Biology,Human body contains
Q002257,General Science,Biology,Cell Organelles
Q002258,General Science,Biology,Diseases
Q002259,General Science,Biology,Human Metabolism
Q002260,General Science,Chemistry,Antibiotics
Q002261,General Science,Biology,Carbohydrates
Q002262,General Science,Agriculture,Cash Crops
Q002263,General Science,Agriculture,Crop Types
Q002264,General Science,Agriculture,Black Revolution
Q002265,General Science,Biology,Genes
Q002266,General Science,Biology,Matching Pairs
Q002267,General Science,Chemistry,Vitamins
Q002268,General Science,Biology,Matching Pairs
Q002269,General Science,Biology,Antibiotics
Q002270,Indian Economy,Development,Aspartame
Q002271,General Science,Chemistry,Vitamin A antidote
Q002272,General Science,Environment,Chlorofluorocarbon
Q002273,General Science,Biology,Vitamin A storage
Q002274,General Science,Medicine,Radio isotopes for leukemia
Q002275,Environment & Ecology,Environmental Issues,Acid rain components
Q002276,Environment & Ecology,Climate Change,UNFCCC
Q002277,General Science,Physics,Particulate matter
Q002278,General Science,Chemistry,Acid rain components
Q002279,Geography,States,Sultanpur Bird Sanctuary
Q002280,Geography,States,Uttarakhand
Q002281,General Science,Biology,Plant Parts
Q002282,General Science,Biology,Oncogenes
Q002283,General Science,Biology,DNA Synthesis
Q002284,General Science,Medicine,Cancer Treatment
Q002285,General Science,Human Body,Blood Volume
Q002286,General Science,Diseases,Typhoid and Cholera
Q002287,General Science,Human Body,Energy Storage
Q002288,General Science,Biology,Microorganisms
Q002289,General Science,Evolution,Biodiversity
Q002290,General Science,Ecology,Vermiculture
Q002291,General Science,Biology,Microorganisms
Q002292,General Science,Biology,Cellular Autonomy
Q002293,General Mental Ability & CSAT,Mathematical & Symbol Operations,Arithmetic
Q002294,General Mental Ability & CSAT,Blood Relations,Plant bud
Q002295,General Science,Biology,Photosynthesis
Q002296,Geography,Soils,Salt-rich soil
Q002297,Geography,Rivers,Environment
Q002298,Geography,Irrigation,Water movement
Q002299,General Mental Ability & CSAT,Mathematical & Symbol Operations,Plant stimulation
Q002300,General Mental Ability & CSAT,Blood Relations,Sexual reproduction
Q002301,General Mental Ability & CSAT,Mathematical & Symbol Operations,Improvement of Simple system
Q002302,Indian Economy,Development,Human Development Index
Q002303,General Mental Ability & CSAT,Blood Relations,Embryo location
Q002304,General Mental Ability & CSAT,Blood Relations,Genetic variation
Q002305,Indian Economy,Agriculture,Wheat production
Q002306,Geography,Rivers,Sugarcane production
Q002307,Indian Economy,Development,Rainbow Revolution
Q002308,Indian Economy,Development,Second Green Revolution
Q002309,General Science,Biology,Vitamin B12
Q002310,General Science,Chemistry,Aflatoxin poisoning
Q002311,Agriculture,Fundamentals,Wheat fertilizer requirements
Q002312,General Science,Chemistry,Aspirin source
Q002313,Environment & Ecology,Environmental Issues,Acid rain causes
Q002314,Geography,States,Coffee production in India
Q002315,General Science,Biology,Animal cloning
Q002316,General Science,Biology,Cellular components in mango and monkey
Q002317,General Science,Biology,Human Anatomy
Q002318,General Mental Ability & CSAT,Blood Relations,Family relation 'story' puzzle
Q002319,Indian Economy,Development,Planning Commission
Q002320,General Mental Ability & CSAT,Mathematical & Symbol Operations,Arithmetic symbol-substitution puzzle
Q002321,General Mental Ability & CSAT,Age Problems,Relative-age word-problem
Q002322,Indian Economy,Agriculture,Major Crops
Q002323,General Mental Ability & CSAT,Blood Relations,Family relation 'story' puzzle
Q002324,General Mental Ability & CSAT,Mathematical & Symbol Operations,Arithmetic symbol-substitution puzzle
Q002325,General Mental Ability & CSAT,Odd One Out,Classification & Odd One Out
Q002326,General Mental Ability & CSAT,Age Problems,Relative-age word-problem
Q002327,General Mental Ability & CSAT,Blood Relations,Family relation 'story' puzzle
Q002328,General Mental Ability & CSAT,Mathematical & Symbol Operations,Arithmetic symbol-substitution puzzle
Q002329,General Science,Biology,Vitamin C Deficiency
Q002330,General Science,Biology,Haemoglobin Function
Q002331,General Science,Biology,Clinical Death
Q002332,General Science,Biology,Human Glands
Q002333,General Science,Biology,Correctly Matched Pairs
Q002334,General Science,Biology,Vitamin A Sources
Q002335,General Science,Biology,Smallpox Vaccine Production
Q002336,General Science,Biology,Malaria Mosquito Species
Q002337,General Science,Biology,Pesticide Effects
Q002338,General Science,Biology,Polio Drop Age
Q002339,General Science,Biology,Polio Drop Administration
Q002340,Indian Economy,Industry,Reliance Industries Market Capitalization 2023
Q002341,Current Affairs,National,Bharat Ratna 2024
Q002342,Current Affairs,International,World Economic Forum 2023
Q002343,Current Affairs,International,COP28 Climate Summit 2023
Q002344,Current Affairs,International,G7 Member Countries
Q002345,Current Affairs,Geography,State Ranking - SDG India Index 2023
Q002346,Current Affairs,Sports,20th Asian Games 2026 Host Country
Q002347,Current Affairs,Culture,City of Literature - UNESCO
Q002348,Current Affairs,Politics,Prime Minister of Italy
Q002349,Current Affairs,Politics,President of France 2022
Q002350,General Mental Ability & CSAT,Coding-Decoding,Most Popular Field Game
Q002351,Current Affairs,Politics,Re-elected President of France 2022
Q002352,General Science,Physics,Aditya L-1 Mission Payloads
Q002353,Current Affairs,National,Indian Space Research Organisation (ISRO) Chairman
Q002354,Indian Economy,Banking,Unified Payments Interface (UPI) expanded form
Q002355,General Science,Physics,Nobel Peace Prize 2023 winner
Q002356,General Science,Biology,3D printed humanoid robot in India
Q002357,History of India,Harshavardhana,First 3d printed humanoid robot in India
Q002358,Geography,Rivers,Chennai-Andaman and Nicobar (CANI) Project inauguration date
Q002359,History of India,Indian National Movement,First Indian mountaineer to scale Mount Everest and Mount Lhotse twice
Q002360,Current Affairs,Constitution,Eligibility age for senior citizens to vote by postal ballot (post-March 2024)
Q002361,Current Affairs,United Nations,UN Security Council vote on Palestine membership (April 2024)
Q002362,Current Affairs,Agriculture,Oilseeds not covered under 'Atmanirbharta' (April 2024)
Q002363,Current Affairs,International,Sheikh Ahmad Abdullah al-Ahmad al Sabah appointment as Prime Minister
Q002364,General Science,Physics,Indices experiencing significant growth in Financial Year 2023 (IIP data)
Q002365,Current Affairs,National,Ismail Haniyeh assassination
Q002366,Bihar Polity & Governance,Bihar Legislature,Mohan Charan Majhi constituency
Q002367,Current Affairs,Rivers,Kosi-Mechi Link Project
Q002368,Indian Economy,Development,CRISIL Rating report corporate bond market growth 2030
Q002369,Current Affairs,Science & Technology,International Olympic Day 2024 theme
Q002370,Current Affairs,Development,GVA sectoral shares FY 2023-24
Q002371,Geography,Rivers,Japan-India bilateral Maritime Exercise (JIMEX-24) location
Q002372,Indian Economy,Human Development,Female Labour Force Participation Rate increase 2017-18 to 2022-23
Q002373,Current Affairs,International Organizations,BRICS chairmanship 2024
Q002374,Current Affairs,Banking,RBI headline inflation projection FY 2025
Q002375,Art & Culture,Indian Culture,I Have the Streets: A Kutti Cricket Story author
Q002376,Current Affairs,International Organizations,13th Ministerial Conference of World Trade Organization (WTO) location
Q002377,Current Affairs,National,Donald Trump election rally shooter
Q002378,Indian Economy,Development,Mobile phone manufacturing in 2023
Q002379,Current Affairs,Science & Technology,UNESCO City of Literature
Q002380,Current Affairs,Development,Aman Sehrawat World Wrestling Olympic Qualifiers 2024
Q002381,Current Affairs,Budget,Highest allocation in Bihar Budget 2024-25
Q002382,Current Affairs,Supreme Court,Justice N. Kotiswar Singh's previous High Court
Q002383,Society,Social Issues,Ruchira Kamboj's appointment as Indian Ambassador
Q002384,Current Affairs,Sports,Men Singles title at French Open 2024
Q002385,Current Affairs,Science & Technology,Film by Payal Kapadia - French Open 2024
Q002386,Current Affairs,Social Issues,Manvi Madhu Kashyap - First transgender MLA
